Number,Platform,Date,Passed Day,Meta Score,User Score
10020,PlayStation,2001-09-27,7762,72.0,8.8
10021,PC,2000-11-17,8076,72.0,7.2
10022,PSP,2007-08-28,5601,72.0,8.5
10023,PC,2009-03-17,5034,72.0,8.4
10024,Xbox One,2019-05-14,1324,72.0,6.2
10025,PlayStation 4,2016-08-02,2339,72.0,6.9
10026,PlayStation 3,2013-06-04,3494,72.0,7.4
10027,PC,2016-02-16,2507,72.0,7.3
10028,PC,2011-11-22,4054,72.0,8.1
10029,PSP,2008-11-09,5162,72.0,6.5
10030,PlayStation 4,2020-02-04,1058,72.0,6.1
10031,PlayStation Vita,2015-12-08,2577,72.0,8.2
10032,PC,2008-10-21,5181,72.0,7.7
10033,PlayStation 4,2015-03-17,2843,72.0,7.5
10034,Switch,2022-06-02,209,72.0,6.8
10035,PlayStation 4,2021-06-24,552,72.0,6.6
10036,PlayStation 3,2012-09-25,3746,72.0,8.1
10037,Wii,2010-12-27,4384,72.0,8.2
10038,Switch,2022-11-18,40,72.0,3.2
10039,PlayStation 4,2022-10-25,64,72.0,3.2
10040,PlayStation 4,2017-08-01,1975,72.0,4.3
10041,3DS,2012-06-21,3842,72.0,6.5
10042,PlayStation 5,2022-11-22,36,72.0,7.4
10043,PC,2011-08-19,4149,72.0,7.2
10044,PC,2011-01-11,4369,72.0,6.7
10045,PlayStation 2,2003-01-19,7283,72.0,7.0
10046,Switch,2020-05-19,953,72.0,6.6
10047,PlayStation 2,2007-10-02,5566,72.0,6.0
10048,PC,2005-03-08,6504,72.0,6.0
10049,Xbox 360,2008-01-09,5467,72.0,8.4
10050,Xbox 360,2009-02-17,5062,72.0,7.1
10051,PC,2015-11-02,2613,72.0,6.1
10052,PSP,2005-10-04,6294,72.0,5.4
10053,PlayStation Vita,2015-07-28,2710,72.0,7.8
10054,Xbox 360,2008-02-13,5432,72.0,8.3
10055,Switch,2021-11-04,419,72.0,5.3
10056,Switch,2020-07-17,894,72.0,6.7
10057,PlayStation 4,2019-02-05,1422,72.0,5.4
10058,Switch,2018-04-12,1721,72.0,6.0
10059,PC,2015-04-30,2799,72.0,7.6
10060,PC,2014-04-18,3176,72.0,6.9
10061,Wii U,2013-10-08,3368,72.0,7.7
10062,PC,2013-09-29,3377,72.0,7.1
10063,PC,2013-05-15,3514,72.0,7.3
10064,PC,2012-03-29,3926,72.0,5.9
10065,PlayStation 3,2008-06-24,5300,72.0,7.9
10066,PlayStation 2,2005-02-22,6518,72.0,8.9
10067,PlayStation 2,2004-11-09,6623,72.0,8.7
10068,DS,2007-10-23,5545,72.0,7.3
10069,PSP,2006-11-21,5881,72.0,3.0
10070,Xbox,2005-11-14,6253,72.0,6.4
10071,PSP,2005-12-05,6232,72.0,7.1
10072,Xbox Series X,2022-09-20,99,72.0,3.5
10073,PC,2005-11-21,6246,72.0,7.8
10074,Switch,2019-10-15,1170,72.0,6.3
10075,Switch,2018-11-28,1491,72.0,7.3
10076,Xbox One,2015-09-11,2665,72.0,6.4
10077,Xbox 360,2008-09-10,5222,72.0,7.5
10078,Xbox 360,2012-11-06,3704,72.0,4.0
10079,PC,2004-03-09,6868,72.0,7.1
10080,PC,2003-10-14,7015,72.0,7.5
10081,PC,2001-10-08,7751,72.0,7.4
10082,Nintendo 64,2000-11-21,8072,72.0,7.4
10083,Xbox,2003-11-18,6980,72.0,7.7
10084,Xbox One,2018-10-16,1534,72.0,6.2
10085,PlayStation 4,2016-10-10,2270,72.0,6.9
10086,Xbox 360,2007-10-15,5553,72.0,5.4
10087,PC,2020-11-12,776,72.0,7.3
10088,PC,2017-11-16,1868,72.0,6.4
10089,PlayStation 4,2017-06-13,2024,72.0,6.7
10090,PC,2013-03-05,3585,72.0,7.1
10091,PlayStation 3,2009-06-04,4955,72.0,6.8
10092,3DS,2016-03-01,2493,72.0,6.8
10093,Xbox 360,2007-12-12,5495,72.0,8.0
10094,PlayStation 4,2015-10-20,2626,72.0,7.2
10095,PC,2012-05-18,3876,72.0,7.4
10096,Wii,2008-10-21,5181,72.0,8.2
10097,PlayStation 5,2022-03-10,293,72.0,8.2
10098,Switch,2018-10-18,1532,72.0,7.0
10099,Xbox One,2018-08-21,1590,72.0,7.8
10100,3DS,2016-10-13,2267,72.0,7.8
10101,PC,2016-02-23,2500,72.0,5.1
10102,PSP,2009-11-10,4796,72.0,5.4
10103,Xbox 360,2011-06-21,4208,72.0,7.8
10104,PC,2009-11-04,4802,72.0,8.0
10105,Switch,2021-05-20,587,72.0,6.4
10106,PlayStation 4,2019-07-30,1247,72.0,6.6
10107,PC,2013-09-12,3394,72.0,7.8
10108,Wii,2006-11-15,5887,72.0,8.5
10109,PC,2008-09-16,5216,72.0,8.5
10110,PC,2012-10-30,3711,72.0,6.9
10111,PlayStation 4,2019-05-21,1317,72.0,7.2
10112,Switch,2021-07-06,540,72.0,6.9
10113,PC,2021-06-08,568,72.0,6.7
10114,Switch,2019-07-02,1275,72.0,6.6
10115,Xbox One,2018-07-10,1632,72.0,6.9
10116,PlayStation 4,2017-03-24,2105,72.0,5.8
10117,PC,2017-03-21,2108,72.0,5.1
10118,PC,2017-02-15,2142,72.0,7.0
10119,Xbox One,2015-09-23,2653,72.0,7.0
10120,PC,2015-09-02,2674,72.0,6.4
10121,PlayStation Vita,2014-12-16,2934,72.0,8.2
10122,Xbox One,2014-12-09,2941,72.0,6.0
10123,PlayStation 4,2014-10-21,2990,72.0,5.9
10124,Xbox 360,2010-09-28,4474,72.0,6.8
10125,Xbox,2004-11-17,6615,72.0,6.1
10126,Switch,2021-08-11,504,72.0,6.6
10127,PC,2017-12-15,1839,72.0,4.9
10128,Xbox 360,2013-06-21,3477,72.0,5.8
10129,PC,2016-12-02,2217,72.0,6.7
10130,Switch,2021-03-16,652,72.0,8.0
10131,PC,2018-07-17,1625,72.0,6.8
10132,Switch,2018-04-12,1721,72.0,5.2
10133,Switch,2017-09-14,1931,72.0,7.0
10134,PlayStation 4,2017-09-07,1938,72.0,7.0
10135,PlayStation 3,2014-11-11,2969,72.0,7.4
10136,PlayStation 3,2007-09-20,5578,72.0,5.7
10137,Game Boy Advance,2004-11-10,6622,72.0,8.0
10138,PlayStation 2,2006-02-07,6168,72.0,8.1
10139,Xbox 360,2008-08-31,5232,72.0,7.2
10140,PC,2012-12-05,3675,72.0,7.8
10141,PC,2009-05-05,4985,72.0,7.6
10142,Wii,2006-12-11,5861,72.0,8.2
10143,PC,2018-12-13,1476,72.0,3.7
10144,PSP,2010-11-22,4419,72.0,7.7
10145,PSP,2006-11-22,5880,72.0,7.5
10146,Switch,2017-07-28,1979,72.0,7.4
10147,PlayStation 3,2008-03-25,5391,72.0,7.4
10148,PlayStation 3,2011-10-11,4096,72.0,7.0
10149,Wii,2008-01-21,5455,72.0,8.2
10150,PlayStation 5,2022-06-30,181,72.0,4.8
10151,PlayStation 4,2019-11-08,1146,72.0,6.1
10152,PlayStation 4,2018-09-04,1576,72.0,5.9
10153,Xbox One,2017-10-31,1884,72.0,6.2
10154,PC,2015-11-17,2598,72.0,3.6
10155,PlayStation 4,2014-06-24,3109,72.0,6.7
10156,PC,2013-01-30,3619,72.0,7.4
10157,Xbox,2004-08-25,6699,72.0,8.8
10158,Game Boy Advance,2003-12-01,6967,72.0,8.4
10159,PC,2003-06-14,7137,72.0,8.2
10160,PC,2002-11-24,7339,72.0,7.8
10161,Xbox,2002-08-12,7443,72.0,7.8
10162,GameCube,2002-08-12,7443,72.0,7.8
10163,PlayStation 2,2001-04-23,7919,72.0,7.7
10164,PlayStation,2000-08-16,8169,72.0,7.7
10165,PC,2012-12-11,3669,72.0,6.8
10166,PC,2015-04-21,2808,72.0,5.5
10167,PlayStation 4,2019-03-29,1370,72.0,4.8
10168,PlayStation 4,2017-08-15,1961,72.0,7.6
10169,PlayStation 2,2006-07-18,6007,72.0,6.6
10170,Xbox,2004-07-20,6735,72.0,8.3
10171,Xbox 360,2005-11-16,6251,72.0,7.3
10172,PlayStation 4,2019-09-10,1205,72.0,7.6
10173,Xbox One,2017-09-15,1930,72.0,5.3
10174,Wii U,2014-08-26,3046,72.0,8.1
10175,PlayStation 3,2012-03-20,3935,72.0,6.6
10176,DS,2007-10-26,5542,72.0,8.0
10177,PlayStation 3,2013-10-29,3347,72.0,4.9
10178,PSP,2009-02-17,5062,72.0,8.1
10179,Xbox One,2019-07-05,1272,72.0,6.7
10180,Xbox One,2015-08-18,2689,72.0,6.2
10181,3DS,2013-09-27,3379,72.0,8.0
10182,PC,2014-04-17,3177,72.0,7.6
10183,PlayStation 3,2009-12-08,4768,72.0,8.1
10184,Xbox,2005-04-25,6456,72.0,7.8
10185,PC,2021-07-15,531,72.0,7.6
10186,PC,2021-01-28,699,72.0,6.5
10187,PC,2018-07-30,1612,72.0,6.6
10188,PC,2015-06-11,2757,72.0,7.5
10189,PC,2014-07-08,3095,72.0,6.8
10190,PSP,2005-11-15,6252,72.0,7.5
10191,Wii,2010-10-26,4446,72.0,7.6
10192,3DS,2016-09-30,2280,72.0,7.9
10193,DS,2007-03-20,5762,72.0,7.6
10194,PC,2022-08-03,147,72.0,7.8
10195,Switch,2022-06-30,181,72.0,7.8
10196,PC,2022-05-10,232,72.0,7.8
10197,Xbox One,2020-02-25,1037,72.0,4.9
10198,PlayStation 4,2019-10-24,1161,72.0,6.0
10199,Xbox One,2015-06-01,2767,72.0,6.8
10200,3DS,2014-08-29,3043,72.0,7.0
10201,DS,2007-11-19,5518,72.0,7.9
10202,PSP,2006-04-06,6110,72.0,6.5
10203,PC,1998-10-31,8824,72.0,7.2
10204,Xbox 360,2010-04-21,4634,72.0,8.7
10205,PlayStation 2,2009-10-20,4817,72.0,6.2
10206,Xbox 360,2008-11-16,5155,72.0,7.3
10207,DS,2009-03-10,5041,72.0,7.3
10208,PC,2014-03-20,3205,72.0,7.6
10209,Xbox 360,2009-05-20,4970,72.0,7.6
10210,Xbox 360,2007-09-18,5580,72.0,7.8
10211,Xbox 360,2009-02-24,5055,72.0,7.3
10212,PSP,2006-08-29,5965,72.0,8.0
10213,PlayStation 4,2017-09-15,1930,72.0,5.9
10214,PlayStation 3,2008-02-19,5426,72.0,6.5
10215,PSP,2007-08-28,5601,72.0,6.5
10216,PSP,2010-04-22,4633,72.0,7.6
10217,Switch,2022-04-29,243,72.0,5.8
10218,PlayStation 4,2018-04-03,1730,72.0,5.9
10219,3DS,2014-07-03,3100,72.0,5.9
10220,Xbox 360,2007-11-15,5522,72.0,7.6
10221,PC,2020-05-19,953,72.0,5.6
10222,Switch,2017-03-28,2101,72.0,7.4
10223,Switch,2019-08-16,1230,72.0,7.3
10224,PC,2022-06-01,210,72.0,6.5
10225,Xbox One,2020-09-08,841,72.0,7.2
10226,Xbox One,2016-06-07,2395,72.0,5.9
10227,Xbox 360,2012-10-31,3710,72.0,8.3
10228,Xbox 360,2008-06-10,5314,72.0,7.6
10229,PC,2007-02-06,5804,72.0,7.3
10230,Game Boy Advance,2004-04-28,6818,72.0,5.0
10231,GameCube,2004-01-05,6932,72.0,7.9
10232,PC,2003-11-18,6980,72.0,7.6
10233,PlayStation 2,2002-06-25,7491,72.0,8.5
10234,PlayStation 2,2002-02-17,7619,72.0,8.3
10235,PlayStation 2,2000-10-25,8099,72.0,7.3
10236,PlayStation 2,2000-10-25,8099,72.0,7.2
10237,PC,2007-03-01,5781,72.0,7.2
10238,Xbox One,2021-06-10,566,72.0,7.2
10239,Xbox One,2019-12-06,1118,72.0,5.5
10240,PC,2018-08-28,1583,72.0,5.1
10241,Switch,2017-03-03,2126,72.0,5.4
10242,PC,2015-08-27,2680,72.0,6.4
10243,PlayStation 4,2016-12-03,2216,72.0,7.1
10244,PC,2005-07-12,6378,72.0,7.6
10245,Xbox One,2015-04-28,2801,72.0,6.9
10246,PlayStation 4,2020-09-08,841,72.0,6.8
10247,PC,2020-06-11,930,72.0,7.2
10248,Xbox One,2015-10-27,2619,72.0,5.5
10249,PC,2006-09-12,5951,72.0,4.4
10250,PC,2022-10-13,76,72.0,4.4
10251,PC,2009-02-24,5055,72.0,6.4
10252,PC,2005-09-27,6301,72.0,7.6
10253,PlayStation 3,2010-03-16,4670,72.0,8.0
10254,PlayStation 4,2021-10-01,453,72.0,7.2
10255,PlayStation 4,2018-05-18,1685,72.0,7.0
10256,PlayStation 4,2016-11-15,2234,72.0,8.1
10257,PC,2006-05-02,6084,72.0,6.6
10258,PlayStation 3,2013-10-01,3375,72.0,7.8
10259,PC,2007-06-12,5678,72.0,7.6
10260,PC,2015-07-14,2724,72.0,5.0
10261,Xbox 360,2012-10-05,3736,72.0,7.8
10262,PlayStation Vita,2016-05-03,2430,72.0,8.1
10263,Xbox One,2013-12-20,3295,72.0,7.4
10264,PC,2020-07-21,890,72.0,5.4
10265,Xbox One,2017-04-18,2080,72.0,7.0
10266,GameCube,2005-09-27,6301,72.0,7.8
10267,Game Boy Advance,2005-08-02,6357,72.0,8.5
10268,PlayStation 4,2016-10-25,2255,72.0,7.4
10269,Switch,2018-03-20,1744,72.0,7.1
10270,PC,2013-05-22,3507,72.0,8.1
10271,PC,2012-05-23,3871,72.0,5.7
10272,Wii,2007-12-03,5504,72.0,8.4
10273,PlayStation Vita,2016-10-18,2262,72.0,8.1
10274,PlayStation 4,2020-10-06,813,72.0,0.9
10275,PlayStation 4,2016-09-09,2301,72.0,6.3
10276,PlayStation 3,2012-02-07,3977,72.0,7.1
10277,PC,2007-09-21,5577,72.0,5.0
10278,PC,2018-09-04,1576,72.0,7.4
10279,Xbox 360,2011-06-21,4208,72.0,5.9
10280,PlayStation 4,2016-08-23,2318,72.0,6.3
10281,PlayStation 2,2007-03-20,5762,72.0,7.6
10282,PSP,2007-11-06,5531,72.0,8.1
10283,Xbox,2003-07-23,7098,72.0,7.0
10284,Switch,2019-05-30,1308,72.0,7.4
10285,PlayStation 4,2014-04-08,3186,72.0,6.6
10286,PC,2010-10-12,4460,72.0,6.5
10287,PlayStation 3,2011-11-22,4054,72.0,6.8
10288,PC,2012-12-05,3675,72.0,8.7
10289,Xbox 360,2009-08-18,4880,72.0,8.1
10290,PC,2017-03-14,2115,72.0,7.7
10291,PC,2009-08-25,4873,72.0,6.9
10292,PlayStation 2,2007-04-23,5728,72.0,8.3
10293,PlayStation 5,2022-03-15,288,72.0,7.2
10294,PC,2009-09-01,4866,72.0,6.1
10295,PlayStation 5,2022-10-27,62,72.0,6.1
10296,Xbox Series X,2022-10-25,64,72.0,8.1
10297,PC,2022-07-28,153,72.0,7.6
10298,Switch,2021-08-31,484,72.0,6.4
10299,PC,2021-05-13,594,72.0,7.3
10300,Xbox Series X,2021-03-16,652,72.0,4.6
10301,Switch,2021-01-14,713,72.0,4.6
10302,Switch,2020-10-06,813,72.0,7.2
10303,Switch,2020-08-21,859,72.0,4.4
10304,Xbox One,2019-10-29,1156,72.0,4.7
10305,Switch,2019-01-23,1435,72.0,1.7
10306,Switch,2018-04-10,1723,72.0,7.3
10307,PlayStation 4,2018-03-13,1751,72.0,5.8
10308,Xbox One,2018-02-23,1769,72.0,7.1
10309,PlayStation 4,2017-07-25,1982,72.0,5.6
10310,Xbox One,2017-05-10,2058,72.0,6.5
10311,Xbox One,2017-05-10,2058,72.0,8.0
10312,PC,2016-10-11,2269,72.0,7.1
10313,PlayStation 4,2016-09-13,2297,72.0,6.7
10314,PC,2016-06-27,2375,72.0,7.4
10315,PlayStation 4,2016-04-21,2442,72.0,6.0
10316,PlayStation 4,2016-03-29,2465,72.0,7.0
10317,PlayStation 4,2016-03-15,2479,72.0,5.9
10318,PC,2015-07-23,2715,72.0,7.4
10319,PC,2015-06-23,2745,72.0,8.5
10320,PC,2013-09-27,3379,72.0,7.8
10321,Xbox 360,2013-02-27,3591,72.0,7.2
10322,PlayStation 3,2012-08-14,3788,72.0,8.0
10323,PlayStation 3,2011-05-10,4250,72.0,5.8
10324,DS,2010-06-29,4565,72.0,7.6
10325,Xbox 360,2009-11-23,4783,72.0,7.7
10326,PC,2009-03-10,5041,72.0,8.4
10327,DS,2007-09-17,5581,72.0,8.0
10328,PSP,2007-03-06,5776,72.0,8.0
10329,GameCube,2006-03-07,6140,72.0,7.7
10330,Xbox,2004-01-27,6910,72.0,7.7
10331,PlayStation 2,2003-11-04,6994,72.0,8.3
10332,Game Boy Advance,2003-04-08,7204,72.0,8.6
10333,PC,2003-03-19,7224,72.0,6.9
10334,GameCube,2003-01-31,7271,72.0,8.2
10335,PlayStation 2,2002-12-10,7323,72.0,7.9
10336,GameCube,2002-10-23,7371,72.0,7.3
10337,Xbox,2002-08-05,7450,72.0,8.5
10338,PC,2000-08-24,8161,72.0,7.0
10339,PC,2013-09-10,3396,72.0,5.9
10340,Xbox 360,2009-10-07,4830,72.0,7.2
10341,PC,2014-07-04,3099,72.0,6.7
10342,PlayStation 4,2018-02-20,1772,72.0,6.3
10343,Switch,2022-07-05,176,72.0,6.8
10344,Xbox One,2014-11-11,2969,72.0,5.1
10345,PlayStation 3,2008-08-31,5232,72.0,7.1
10346,PC,2020-09-17,832,72.0,8.0
10347,PlayStation 4,2016-08-23,2318,72.0,7.3
10348,PC,2015-09-08,2668,72.0,7.6
10349,PC,2012-09-12,3759,72.0,7.5
10350,Xbox One,2015-03-17,2843,72.0,8.2
10351,PC,2006-10-24,5909,72.0,8.7
10352,Switch,2022-11-18,40,72.0,3.8
10353,Xbox One,2016-03-04,2490,72.0,3.8
10354,Xbox One,2017-03-14,2115,72.0,7.3
10355,PC,2015-03-04,2856,72.0,8.0
10356,Game Boy Advance,2006-10-17,5916,72.0,7.4
10357,Switch,2021-03-04,664,72.0,6.6
10358,PC,2014-05-15,3149,72.0,8.0
10359,DS,2011-08-11,4157,72.0,8.0
10360,PC,2011-02-22,4327,72.0,7.6
10361,Switch,2022-06-01,210,72.0,6.0
10362,Switch,2018-08-23,1588,72.0,6.8
10363,PlayStation 4,2017-04-18,2080,72.0,5.6
10364,Wii U,2014-01-16,3268,72.0,7.5
10365,PlayStation 3,2013-09-03,3403,72.0,7.3
10366,PC,2022-07-07,174,72.0,5.0
10367,PlayStation 5,2021-06-01,575,72.0,6.6
10368,PlayStation 4,2020-09-03,846,72.0,7.6
10369,PC,2020-03-26,1007,72.0,5.9
10370,Xbox 360,2009-11-04,4802,72.0,5.9
10371,PlayStation 2,2005-06-08,6412,72.0,8.5
10372,PC,2004-11-11,6621,72.0,7.9
10373,PlayStation 4,2017-08-01,1975,72.0,5.5
10374,Xbox One,2019-12-03,1121,72.0,5.5
10375,Xbox One,2019-07-04,1273,72.0,4.5
10376,PC,2011-06-20,4209,72.0,4.7
10377,Xbox 360,2010-05-12,4613,72.0,7.5
10378,PC,2013-10-24,3352,72.0,7.7
10379,PC,2011-02-08,4341,72.0,6.0
10380,Game Boy Advance,2003-04-08,7204,72.0,8.7
10381,PlayStation 2,2003-01-11,7291,72.0,8.5
10382,PlayStation 2,2002-09-25,7399,72.0,8.2
10383,Game Boy Advance,2002-09-14,7410,72.0,6.0
10384,Xbox,2002-06-10,7506,72.0,6.9
10385,PC,2014-11-12,2968,72.0,7.2
10386,PC,2008-06-20,5304,72.0,7.1
10387,Xbox Series X,2021-09-27,457,72.0,7.9
10388,PC,2021-08-17,498,72.0,7.2
10389,PC,2015-05-28,2771,72.0,7.4
10390,Wii,2010-05-25,4600,72.0,6.4
10391,Game Boy Advance,2003-09-10,7049,72.0,7.9
10392,Wii,2009-10-13,4824,72.0,7.5
10393,PC,2017-07-20,1987,72.0,7.6
10394,Switch,2020-03-17,1016,72.0,7.0
10395,Switch,2018-02-01,1791,72.0,7.0
10396,Switch,2017-11-14,1870,72.0,7.9
10397,Xbox One,2016-06-03,2399,72.0,7.5
10398,PC,2015-12-08,2577,72.0,7.1
10399,Wii U,2015-10-29,2617,72.0,7.5
10400,PSP,2009-09-03,4864,72.0,8.2
10401,PlayStation 4,2016-09-20,2290,72.0,4.8
10402,PlayStation 4,2015-09-22,2654,72.0,6.8
10403,Xbox 360,2010-09-28,4474,72.0,6.6
10404,PC,2021-11-16,407,72.0,7.3
10405,PC,2021-04-22,615,72.0,3.5
10406,Xbox One,2020-08-28,852,72.0,7.3
10407,DS,2009-10-27,4810,72.0,7.6
10408,PlayStation 3,2012-02-28,3956,72.0,8.1
10409,PC,2017-09-19,1926,72.0,6.5
10410,PC,2007-05-31,5690,72.0,6.2
10411,Wii,2009-02-09,5070,72.0,8.5
10412,PlayStation 5,2021-08-27,488,72.0,7.9
10413,PlayStation 2,2009-11-03,4803,72.0,5.7
10414,PC,2009-06-25,4934,72.0,6.5
10415,PC,2006-09-04,5959,72.0,7.3
10416,PC,2005-09-01,6327,72.0,7.1
10417,PC,2019-04-25,1343,72.0,7.4
10418,Xbox 360,2006-04-24,6092,72.0,6.6
10419,Wii,2009-11-17,4789,72.0,6.5
10420,PlayStation 4,2017-11-07,1877,72.0,6.1
10421,PlayStation 4,2017-02-14,2143,72.0,6.1
10422,Xbox One,2016-12-02,2217,72.0,6.5
10423,3DS,2016-05-13,2420,72.0,7.1
10424,PlayStation 3,2009-02-24,5055,72.0,6.8
10425,PC,2004-08-12,6712,72.0,5.4
10426,PlayStation 4,2018-10-16,1534,72.0,7.3
10427,PlayStation 4,2019-07-01,1276,72.0,5.6
10428,PlayStation 3,2011-03-08,4313,72.0,6.3
10429,Switch,2020-01-23,1070,72.0,7.7
10430,PC,2009-01-05,5105,72.0,6.9
10431,Wii,2007-08-28,5601,72.0,7.0
10432,PC,2006-03-21,6126,72.0,6.5
10433,PC,2021-03-18,650,72.0,7.2
10434,Switch,2018-07-26,1616,72.0,7.6
10435,Switch,2017-10-19,1896,72.0,7.5
10436,PlayStation 4,2017-03-07,2122,72.0,6.3
10437,Xbox 360,2010-09-22,4480,72.0,7.2
10438,PC,2022-05-10,232,72.0,3.9
10439,PC,2013-04-02,3557,72.0,7.2
10440,Xbox Series X,2021-08-19,496,72.0,5.7
10441,PlayStation 4,2018-12-14,1475,72.0,7.3
10442,PlayStation 5,2022-09-08,111,72.0,8.3
10443,PlayStation 4,2022-05-27,215,72.0,7.2
10444,PC,2022-03-01,302,72.0,3.6
10445,PC,2021-01-28,699,72.0,3.6
10446,PlayStation 4,2018-10-02,1548,72.0,7.7
10447,PC,2003-09-23,7036,72.0,7.6
10448,PlayStation 2,2003-08-27,7063,72.0,7.2
10449,PC,2003-03-03,7240,72.0,7.0
10450,Xbox,2002-10-24,7370,72.0,7.4
10451,GameCube,2002-06-22,7494,72.0,7.8
10452,PC,2002-05-28,7519,72.0,6.5
10453,GameCube,2002-05-27,7520,72.0,8.3
10454,PC,2002-01-21,7646,72.0,7.3
10455,DS,2009-10-23,4814,72.0,7.6
10456,Switch,2018-05-31,1672,72.0,6.7
10457,PlayStation 4,2017-10-17,1898,72.0,6.7
10458,PC,2021-12-15,378,72.0,8.2
10459,Xbox 360,2009-10-14,4823,72.0,7.5
10460,PlayStation 4,2018-04-12,1721,72.0,4.6
10461,PlayStation 4,2017-07-11,1996,72.0,7.1
10462,PlayStation 4,2016-10-13,2267,72.0,7.9
10463,Wii,2009-11-08,4798,72.0,8.7
10464,Switch,2018-10-23,1527,72.0,6.0
10465,PlayStation 2,2004-11-03,6629,72.0,7.0
10466,PC,2017-03-28,2101,72.0,7.2
10467,PlayStation 4,2018-12-11,1478,72.0,7.5
10468,PlayStation 3,2013-01-22,3627,72.0,7.5
10469,PSP,2008-06-17,5307,72.0,7.7
10470,Xbox 360,2010-10-13,4459,72.0,5.1
10471,PlayStation 5,2022-10-20,69,72.0,7.3
10472,PlayStation 4,2021-04-01,636,72.0,4.8
10473,PlayStation 4,2017-11-28,1856,72.0,6.8
10474,Xbox One,2017-02-28,2129,72.0,6.4
10475,PlayStation 4,2015-12-22,2563,72.0,6.5
10476,PlayStation Vita,2013-08-13,3424,72.0,8.0
10477,PlayStation Vita,2012-02-21,3963,72.0,7.3
10478,DS,2006-11-14,5888,72.0,6.6
10479,Game Boy Advance,2006-08-08,5986,72.0,6.7
10480,Xbox 360,2011-11-01,4075,72.0,6.0
10481,PC,2021-11-05,418,72.0,3.3
10482,Switch,2019-12-10,1114,72.0,8.1
10483,PC,2017-06-20,2017,72.0,7.5
10484,PlayStation Vita,2015-09-01,2675,72.0,8.1
10485,PlayStation 4,2019-03-01,1398,72.0,7.5
10486,Xbox,2006-09-06,5957,72.0,7.0
10487,Xbox 360,2007-08-15,5614,72.0,5.6
10488,PC,2010-01-05,4740,72.0,7.7
10489,Switch,2019-02-12,1415,72.0,7.2
10490,PC,2018-02-19,1773,72.0,6.9
10491,PC,2014-11-18,2962,72.0,6.2
10492,PlayStation 3,2012-11-13,3697,72.0,6.7
10493,PC,2009-03-20,5031,72.0,6.0
10494,PC,2017-08-22,1954,72.0,7.1
10495,PlayStation 4,2016-01-19,2535,72.0,7.0
10496,Switch,2021-07-20,526,72.0,7.4
10497,Switch,2017-03-03,2126,72.0,5.3
10498,PC,2006-04-13,6103,72.0,7.9
10499,Switch,2020-07-24,887,72.0,7.1
10500,PC,2003-12-08,6960,72.0,7.5
10501,PC,2003-11-18,6980,72.0,7.6
10502,PlayStation 2,2003-06-25,7126,72.0,8.4
10503,PlayStation 2,2002-10-16,7378,72.0,8.0
10504,Game Boy Advance,2002-10-07,7387,72.0,4.0
10505,PlayStation 2,2001-12-04,7694,72.0,6.6
10506,PlayStation,2001-09-17,7772,72.0,8.3
10507,PC,2001-06-26,7855,72.0,7.3
10508,Game Boy Advance,2001-06-10,7871,72.0,5.9
10509,PC,2000-12-05,8058,72.0,5.9
10510,PC,2014-05-12,3152,72.0,6.5
10511,PC,2015-03-06,2854,72.0,7.1
10512,PC,2010-02-26,4688,72.0,7.3
10513,PlayStation 4,2016-03-22,2472,72.0,5.9
10514,PC,2018-06-04,1668,72.0,7.0
10515,Xbox Series X,2022-08-30,120,72.0,8.3
10516,Switch,2020-12-10,748,72.0,8.3
10517,PC,2020-11-06,782,72.0,4.4
10518,PC,2017-01-26,2162,72.0,4.4
10519,Xbox 360,2009-03-18,5033,72.0,4.4
10520,PlayStation 4,2015-10-30,2616,72.0,7.8
10521,PSP,2005-11-15,6252,72.0,7.6
10522,PC,2020-10-29,790,72.0,5.5
10523,Switch,2018-01-23,1800,72.0,6.7
10524,DS,2008-09-23,5209,72.0,8.1
10525,PSP,2006-06-27,6028,72.0,8.1
10526,PlayStation 3,2011-11-01,4075,72.0,6.3
10527,Wii,2008-12-02,5139,72.0,8.8
10528,Switch,2022-07-15,166,72.0,8.8
10529,Switch,2021-10-29,425,72.0,8.8
10530,PlayStation 4,2021-03-25,643,72.0,8.8
10531,PC,2020-10-27,792,72.0,8.0
10532,Switch,2019-07-22,1255,72.0,6.3
10533,Xbox One,2018-09-04,1576,72.0,7.6
10534,Switch,2018-08-20,1591,72.0,7.1
10535,PC,2018-06-05,1667,72.0,4.6
10536,PC,2018-02-23,1769,72.0,4.6
10537,PlayStation Vita,2016-10-11,2269,72.0,8.1
10538,Xbox One,2016-05-31,2402,72.0,7.0
10539,PlayStation 4,2015-12-15,2570,72.0,7.1
10540,3DS,2014-07-31,3072,72.0,7.7
10541,PC,2013-10-22,3354,72.0,7.8
10542,Game Boy Advance,2003-02-13,7258,72.0,7.8
10543,Xbox 360,2009-12-02,4774,72.0,7.7
10544,DS,2008-11-19,5152,72.0,7.7
10545,PlayStation 3,2010-03-25,4661,72.0,7.2
10546,DS,2006-10-03,5930,72.0,6.4
10547,Switch,2021-06-10,566,72.0,7.3
10548,PC,2008-06-24,5300,72.0,7.0
10549,Wii,2008-05-26,5329,72.0,8.2
10550,PC,2021-09-16,468,72.0,6.5
10551,PlayStation 5,2022-09-20,99,72.0,4.9
10552,PC,2019-09-09,1206,72.0,7.5
