Number,Platform,Date,Passed Day,Meta Score,User Score
10553,PlayStation Vita,2012-10-23,3718,72.0,7.2
10554,Xbox 360,2008-03-06,5410,72.0,7.5
10555,PC,2022-05-03,239,72.0,4.6
10556,PC,2019-11-08,1146,72.0,5.5
10557,PC,2019-09-26,1189,72.0,7.6
10558,Switch,2018-04-26,1707,72.0,7.2
10559,PlayStation 4,2017-05-19,2049,72.0,7.2
10560,Xbox,2003-09-17,7042,72.0,7.8
10561,PC,2022-08-30,120,72.0,8.3
10562,PlayStation 5,2021-12-15,378,72.0,7.9
10563,PlayStation 4,2019-12-03,1121,72.0,3.9
10564,PlayStation 4,2018-12-07,1482,72.0,3.1
10565,PlayStation 4,2018-06-05,1667,72.0,3.1
10566,Xbox One,2016-03-01,2493,72.0,3.1
10567,PlayStation Vita,2015-08-25,2682,72.0,7.1
10568,PlayStation 4,2015-05-26,2773,72.0,6.3
10569,Switch,2019-10-29,1156,72.0,6.6
10570,PC,2016-02-18,2505,72.0,6.7
10571,PC,2008-01-16,5460,72.0,6.9
10572,PlayStation 2,2005-10-18,6280,72.0,8.3
10573,PlayStation 4,2017-09-19,1926,72.0,4.6
10574,DS,2005-08-23,6336,72.0,8.0
10575,Xbox 360,2011-10-11,4096,72.0,7.6
10576,PlayStation 4,2014-07-08,3095,72.0,5.7
10577,PC,2018-11-07,1512,72.0,6.7
10578,PlayStation 4,2019-04-09,1359,72.0,6.0
10579,PlayStation 4,2017-12-05,1849,72.0,5.2
10580,Wii U,2013-01-22,3627,72.0,7.3
10581,PlayStation 3,2010-09-22,4480,72.0,8.1
10582,PlayStation 3,2009-05-07,4983,72.0,8.1
10583,PSP,2007-10-09,5559,72.0,1.5
10584,PC,2004-07-07,6748,72.0,7.0
10585,Xbox,2004-04-28,6818,72.0,5.7
10586,Xbox,2003-10-28,7001,72.0,7.2
10587,Game Boy Advance,2003-10-27,7002,72.0,6.7
10588,PC,2003-03-10,7233,72.0,8.6
10589,Game Boy Advance,2002-03-31,7577,72.0,8.6
10590,PlayStation 2,2001-11-13,7715,72.0,7.8
10591,Dreamcast,2000-07-09,8207,72.0,8.3
10592,3DS,2016-11-22,2227,72.0,8.0
10593,PC,2021-04-22,615,72.0,7.0
10594,PC,2012-02-07,3977,72.0,6.4
10595,PC,2022-03-11,292,72.0,6.0
10596,PlayStation 4,2018-08-14,1597,72.0,7.2
10597,PlayStation 4,2019-12-17,1107,72.0,6.5
10598,PC,2009-05-14,4976,72.0,8.6
10599,PC,2021-09-30,454,72.0,4.3
10600,Switch,2021-03-25,643,72.0,4.3
10601,Xbox One,2020-07-24,887,72.0,6.7
10602,PC,2014-03-05,3220,72.0,7.1
10603,DS,2008-11-16,5155,72.0,6.8
10604,DS,2007-09-11,5587,72.0,5.3
10605,PC,2017-06-06,2031,72.0,5.9
10606,Xbox 360,2012-05-29,3865,72.0,6.9
10607,Xbox One,2020-08-20,860,72.0,6.5
10608,PC,2022-11-15,43,72.0,5.0
10609,PlayStation 4,2017-02-07,2150,72.0,6.3
10610,PC,2016-09-27,2283,72.0,7.5
10611,Xbox 360,2013-01-15,3634,72.0,6.3
10612,Xbox,2006-11-24,5878,72.0,7.0
10613,PlayStation 4,2015-07-21,2717,72.0,6.7
10614,Xbox 360,2008-03-25,5391,72.0,7.4
10615,Xbox Series X,2022-05-13,229,72.0,6.3
10616,Switch,2020-08-20,860,72.0,8.2
10617,PlayStation 4,2015-10-06,2640,72.0,7.0
10618,Wii,2006-12-12,5860,72.0,7.8
10619,Switch,2022-09-22,97,72.0,7.8
10620,PlayStation 5,2022-02-24,307,72.0,5.3
10621,Xbox 360,2012-04-11,3913,72.0,8.3
10622,PlayStation 3,2010-11-23,4418,72.0,7.9
10623,Xbox One,2018-08-14,1597,72.0,7.7
10624,Switch,2018-02-16,1776,72.0,6.7
10625,PC,2011-10-18,4089,72.0,4.5
10626,Xbox 360,2011-04-12,4278,72.0,8.0
10627,PlayStation 3,2009-06-23,4936,72.0,7.7
10628,PC,2009-10-26,4811,72.0,4.7
10629,Switch,2022-09-15,104,72.0,4.7
10630,PlayStation 4,2022-06-10,201,72.0,4.7
10631,Switch,2020-09-24,825,72.0,7.6
10632,Switch,2020-05-26,946,72.0,6.9
10633,PC,2020-02-13,1049,72.0,6.9
10634,PlayStation 4,2018-07-17,1625,72.0,6.9
10635,Switch,2018-06-26,1646,72.0,7.3
10636,Switch,2017-12-07,1847,72.0,7.5
10637,3DS,2017-10-06,1909,72.0,6.4
10638,PC,2017-07-17,1990,72.0,5.3
10639,PlayStation 4,2016-10-18,2262,72.0,6.6
10640,PC,2016-07-28,2344,72.0,4.5
10641,PC,2016-05-31,2402,72.0,7.5
10642,Xbox 360,2014-11-11,2969,72.0,7.3
10643,PC,2013-08-26,3411,72.0,7.4
10644,DS,2011-04-18,4272,72.0,7.4
10645,Xbox 360,2009-09-16,4851,72.0,6.8
10646,PlayStation 2,2005-09-21,6307,72.0,7.6
10647,Xbox,2004-06-22,6763,72.0,7.6
10648,PlayStation 2,2004-04-08,6838,72.0,8.6
10649,PC,2003-12-03,6965,72.0,7.2
10650,Game Boy Advance,2002-08-26,7429,72.0,8.1
10651,PC,2000-10-01,8123,72.0,8.4
10652,Wii,2007-03-13,5769,71.0,6.9
10653,3DS,2011-03-27,4294,71.0,7.1
10654,Wii,2010-02-09,4705,71.0,8.0
10655,PlayStation 4,2016-09-13,2297,71.0,6.7
10656,Xbox One,2020-06-23,918,71.0,8.6
10657,PlayStation 4,2018-09-18,1562,71.0,5.7
10658,Xbox One,2015-03-17,2843,71.0,5.3
10659,Xbox 360,2011-06-07,4222,71.0,7.0
10660,PC,2020-10-23,796,71.0,7.7
10661,Switch,2017-10-24,1891,71.0,5.8
10662,PC,2014-12-01,2949,71.0,6.3
10663,Wii,2007-11-30,5507,71.0,6.2
10664,3DS,2012-11-06,3704,71.0,6.3
10665,PlayStation 2,2009-01-20,5090,71.0,8.2
10666,PlayStation 4,2020-12-10,748,71.0,7.9
10667,PlayStation Vita,2015-05-19,2780,71.0,7.0
10668,PC,2014-10-21,2990,71.0,6.5
10669,PC,2014-05-23,3141,71.0,6.4
10670,PC,2006-01-16,6190,71.0,7.3
10671,Xbox Series X,2022-08-25,125,71.0,7.3
10672,Xbox One,2016-09-21,2289,71.0,7.0
10673,PC,2011-03-28,4293,71.0,5.9
10674,PlayStation 4,2013-12-18,3297,71.0,6.4
10675,PlayStation Vita,2012-12-11,3669,71.0,5.2
10676,PC,2022-04-07,265,71.0,7.1
10677,PlayStation 5,2022-09-06,113,71.0,7.1
10678,PC,2021-09-01,483,71.0,7.1
10679,PC,2021-06-05,571,71.0,7.3
10680,PC,2017-03-17,2112,71.0,7.2
10681,PC,2016-08-16,2325,71.0,7.4
10682,Xbox 360,2014-07-23,3080,71.0,7.2
10683,Wii,2010-11-14,4427,71.0,7.2
10684,PlayStation 3,2009-08-18,4880,71.0,8.2
10685,DS,2006-01-09,6197,71.0,7.0
10686,DS,2009-01-13,5097,71.0,7.5
10687,PSP,2009-11-03,4803,71.0,6.8
10688,PC,2021-06-09,567,71.0,7.2
10689,PC,2014-11-14,2966,71.0,7.8
10690,Xbox One,2014-09-30,3011,71.0,6.8
10691,Xbox 360,2007-10-30,5538,71.0,8.0
10692,PC,2009-11-18,4788,71.0,6.5
10693,PlayStation 2,2005-10-26,6272,71.0,8.0
10694,Wii,2007-05-29,5692,71.0,8.2
10695,PC,2019-05-07,1331,71.0,4.6
10696,PlayStation 4,2018-11-06,1513,71.0,6.9
10697,Xbox One,2017-07-11,1996,71.0,4.6
10698,Xbox One,2015-12-22,2563,71.0,6.8
10699,Wii,2008-09-16,5216,71.0,7.9
10700,PlayStation 2,2007-08-28,5601,71.0,7.8
10701,Wii,2007-06-12,5678,71.0,8.5
10702,PlayStation 2,2003-12-09,6959,71.0,8.7
10703,PlayStation 2,2003-05-28,7154,71.0,8.2
10704,Xbox,2003-04-22,7190,71.0,7.6
10705,Xbox,2003-04-16,7196,71.0,7.0
10706,Xbox,2002-10-23,7371,71.0,6.9
10707,Game Boy Advance,2002-05-14,7533,71.0,7.5
10708,PC,2002-05-14,7533,71.0,7.6
10709,PC,2001-10-22,7737,71.0,7.4
10710,PC,2001-04-16,7926,71.0,8.6
10711,PC,2000-07-01,8215,71.0,6.9
10712,Xbox Series X,2022-01-20,342,71.0,6.0
10713,3DS,2014-04-11,3183,71.0,7.5
10714,Wii,2009-08-18,4880,71.0,8.3
10715,PC,2017-06-06,2031,71.0,6.3
10716,PlayStation 3,2011-09-06,4131,71.0,6.7
10717,3DS,2011-03-27,4294,71.0,7.5
10718,Switch,2020-10-28,791,71.0,8.1
10719,PC,2009-09-22,4845,71.0,7.0
10720,PlayStation 3,2013-01-08,3641,71.0,8.1
10721,DS,2006-12-04,5868,71.0,8.0
10722,Xbox One,2016-09-13,2297,71.0,7.5
10723,PC,2005-07-05,6385,71.0,6.3
10724,PlayStation 4,2016-08-16,2325,71.0,7.0
10725,PC,2019-02-06,1421,71.0,7.2
10726,Xbox One,2016-01-26,2528,71.0,6.1
10727,PlayStation 4,2016-12-02,2217,71.0,6.4
10728,PlayStation 4,2019-04-18,1350,71.0,7.4
10729,Xbox One,2015-04-10,2819,71.0,6.1
10730,DS,2005-07-19,6371,71.0,7.7
10731,PC,2006-08-14,5980,71.0,7.1
10732,PlayStation 4,2016-10-13,2267,71.0,7.6
10733,PlayStation 4,2015-06-16,2752,71.0,4.2
10734,PSP,2010-07-20,4544,71.0,4.2
10735,PlayStation 4,2020-10-30,789,71.0,6.8
10736,PC,2022-05-05,237,71.0,6.3
10737,Switch,2020-03-27,1006,71.0,7.1
10738,Xbox One,2019-07-24,1253,71.0,7.1
10739,PC,2016-06-14,2388,71.0,5.7
10740,Xbox One,2015-12-01,2584,71.0,6.9
10741,PC,2015-03-25,2835,71.0,4.9
10742,PlayStation 3,2008-06-10,5314,71.0,7.2
10743,GameCube,2004-03-02,6875,71.0,8.3
10744,PlayStation 4,2018-11-30,1489,71.0,6.2
10745,PC,2022-03-17,286,71.0,7.1
10746,Switch,2021-03-25,643,71.0,7.1
10747,PlayStation 4,2016-12-01,2218,71.0,6.6
10748,Xbox One,2016-07-16,2356,71.0,6.0
10749,PlayStation 4,2015-09-22,2654,71.0,6.2
10750,Wii U,2013-12-18,3297,71.0,7.2
10751,PC,2005-09-26,6302,71.0,7.3
10752,Game Boy Advance,2004-01-04,6933,71.0,7.3
10753,PC,2014-10-07,3004,71.0,7.2
10754,PSP,2006-10-20,5913,71.0,7.9
10755,Xbox 360,2009-05-11,4979,71.0,7.4
10756,PSP,2007-03-20,5762,71.0,7.4
10757,Switch,2019-05-21,1317,71.0,7.2
10758,Wii,2008-03-18,5398,71.0,7.1
10759,Xbox 360,2010-08-25,4508,71.0,6.5
10760,PC,2013-04-19,3540,71.0,6.0
10761,PC,2020-09-10,839,71.0,6.6
10762,PC,2013-10-29,3347,71.0,7.5
10763,Wii U,2013-08-18,3419,71.0,7.5
10764,Xbox 360,2010-04-26,4629,71.0,6.2
10765,Xbox,2004-10-05,6658,71.0,7.4
10766,Switch,2022-07-14,167,71.0,7.4
10767,Switch,2021-04-15,622,71.0,6.9
10768,PlayStation 4,2020-03-24,1009,71.0,5.9
10769,PC,2019-02-08,1419,71.0,6.4
10770,PC,2018-07-24,1618,71.0,7.0
10771,Switch,2018-07-19,1623,71.0,7.0
10772,PC,2017-09-19,1926,71.0,7.5
10773,Xbox One,2016-02-10,2513,71.0,5.9
10774,PlayStation 3,2010-10-05,4467,71.0,6.3
10775,PC,2002-11-05,7358,71.0,8.4
10776,GameCube,2002-11-05,7358,71.0,8.1
10777,PlayStation 2,2002-06-23,7493,71.0,5.6
10778,PlayStation 2,2002-01-15,7652,71.0,8.7
10779,GameCube,2002-01-13,7654,71.0,7.3
10780,PC,2001-11-05,7723,71.0,7.5
10781,PC,2001-10-26,7733,71.0,7.0
10782,PlayStation 2,2001-10-22,7737,71.0,7.7
10783,PlayStation 4,2017-08-08,1968,71.0,8.5
10784,PlayStation 4,2018-01-30,1793,71.0,2.8
10785,Xbox One,2018-03-20,1744,71.0,7.2
10786,PC,2017-11-17,1867,71.0,6.8
10787,PlayStation 4,2017-03-07,2122,71.0,5.4
10788,PC,2002-12-02,7331,71.0,7.8
10789,PlayStation 5,2022-05-12,230,71.0,7.0
10790,Switch,2020-12-15,743,71.0,6.1
10791,PC,2010-11-22,4419,71.0,7.0
10792,GameCube,2004-12-06,6596,71.0,7.9
10793,PlayStation 5,2022-03-17,286,71.0,7.0
10794,Switch,2021-08-18,497,71.0,7.0
10795,Switch,2021-02-18,678,71.0,6.1
10796,PlayStation 4,2018-09-04,1576,71.0,7.8
10797,PC,2017-10-10,1905,71.0,8.1
10798,PC,2014-09-12,3029,71.0,7.7
10799,PlayStation 3,2013-03-05,3585,71.0,6.0
10800,PC,2010-12-14,4397,71.0,8.6
10801,PC,2010-06-07,4587,71.0,7.8
10802,PC,2021-02-18,678,71.0,7.8
10803,PC,2017-02-02,2155,71.0,7.2
10804,PlayStation 3,2012-01-10,4005,71.0,4.9
10805,PlayStation Vita,2015-03-17,2843,71.0,6.9
10806,PlayStation 3,2011-04-19,4271,71.0,7.3
10807,PlayStation 3,2014-08-19,3053,71.0,8.1
10808,PC,2013-02-18,3600,71.0,6.9
10809,PC,2007-05-04,5717,71.0,7.6
10810,Xbox One,2020-05-22,950,71.0,6.7
10811,Xbox 360,2011-11-22,4054,71.0,6.4
10812,PC,2021-05-27,580,71.0,6.1
10813,Switch,2020-04-03,999,71.0,8.0
10814,Switch,2019-10-18,1167,71.0,6.8
10815,Switch,2019-10-04,1181,71.0,6.8
10816,Switch,2018-02-15,1777,71.0,6.1
10817,Switch,2017-11-17,1867,71.0,6.6
10818,PlayStation 4,2016-02-02,2521,71.0,7.4
10819,PlayStation 4,2014-09-23,3018,71.0,5.8
10820,PlayStation 3,2013-09-03,3403,71.0,7.7
10821,DS,2007-11-06,5531,71.0,6.8
10822,PC,2018-09-18,1562,71.0,6.5
10823,PlayStation 4,2017-12-01,1853,71.0,7.5
10824,Xbox One,2016-05-03,2430,71.0,7.1
10825,Switch,2021-03-23,645,71.0,7.1
10826,PlayStation 2,2005-07-28,6362,71.0,7.1
10827,Xbox 360,2009-11-17,4789,71.0,7.6
10828,PlayStation 3,2012-06-26,3837,71.0,7.4
10829,PlayStation 4,2022-06-03,208,71.0,7.4
10830,Switch,2020-08-25,855,71.0,5.3
10831,PC,2004-11-09,6623,71.0,5.7
10832,PC,2010-02-08,4706,71.0,5.7
10833,3DS,2011-03-27,4294,71.0,7.1
10834,PlayStation 4,2017-04-04,2094,71.0,6.8
10835,PC,2005-11-14,6253,71.0,5.9
10836,PlayStation 2,2005-09-27,6301,71.0,8.5
10837,PC,2021-06-01,575,71.0,7.7
10838,PC,2018-02-08,1784,71.0,6.2
10839,PlayStation 3,2012-09-11,3760,71.0,7.1
10840,PlayStation 2,2006-03-21,6126,71.0,7.1
10841,3DS,2014-06-06,3127,71.0,7.6
10842,PlayStation 4,2020-10-16,803,71.0,6.9
10843,PC,2018-06-07,1665,71.0,7.5
10844,PC,2016-09-22,2288,71.0,7.5
10845,PlayStation Vita,2015-01-06,2913,71.0,5.8
10846,PC,2013-08-27,3410,71.0,6.7
10847,PlayStation 3,2013-01-29,3620,71.0,7.6
10848,PlayStation 2,2003-10-13,7016,71.0,7.8
10849,GameCube,2003-09-23,7036,71.0,8.6
10850,GameCube,2003-02-10,7261,71.0,7.3
10851,PlayStation 2,2001-09-26,7763,71.0,8.6
10852,PlayStation,2001-06-20,7861,71.0,6.5
10853,Xbox 360,2011-09-06,4131,71.0,6.9
10854,Xbox 360,2011-07-13,4186,71.0,6.9
10855,PlayStation 4,2019-02-15,1412,71.0,4.6
10856,PlayStation 4,2019-04-26,1342,71.0,8.4
10857,PC,2015-02-13,2875,71.0,6.9
10858,Xbox,2005-05-24,6427,71.0,7.8
10859,PlayStation 4,2020-12-17,741,71.0,7.1
10860,PlayStation 4,2016-08-16,2325,71.0,7.0
10861,PC,2003-07-09,7112,71.0,5.8
10862,Xbox Series X,2022-10-11,78,71.0,1.8
10863,PC,2016-04-25,2438,71.0,7.5
10864,PlayStation 3,2007-11-29,5508,71.0,6.3
10865,PlayStation 2,2005-03-08,6504,71.0,8.6
10866,PlayStation 5,2022-03-24,279,71.0,8.6
10867,PlayStation 5,2021-07-27,519,71.0,6.5
10868,PlayStation 3,2012-05-29,3865,71.0,5.7
10869,Switch,2019-04-16,1352,71.0,5.3
10870,PlayStation 4,2017-03-23,2106,71.0,7.0
10871,Xbox 360,2008-06-04,5320,71.0,7.3
10872,Xbox 360,2009-03-24,5027,71.0,6.1
10873,Xbox One,2018-07-05,1637,71.0,5.7
10874,PC,2015-03-12,2848,71.0,7.8
10875,Game Boy Advance,2005-11-08,6259,71.0,6.2
10876,Xbox,2005-09-27,6301,71.0,8.1
10877,PlayStation 2,2004-09-14,6679,71.0,7.1
10878,PlayStation 3,2009-05-18,4972,71.0,7.0
10879,PC,2005-04-14,6467,71.0,6.9
10880,Xbox,2006-02-14,6161,71.0,7.9
10881,PC,2017-03-07,2122,71.0,6.6
10882,PC,2013-11-01,3344,71.0,6.6
10883,PlayStation 3,2011-06-07,4222,71.0,7.2
10884,Xbox,2005-10-25,6273,71.0,4.5
10885,PC,2021-08-31,484,71.0,4.1
10886,PlayStation 5,2021-07-13,533,71.0,4.1
10887,Xbox One,2020-06-11,930,71.0,7.0
10888,PlayStation 4,2019-06-19,1288,71.0,7.0
10889,Switch,2017-10-05,1910,71.0,7.0
10890,Xbox 360,2011-01-12,4368,71.0,5.8
10891,Switch,2021-06-24,552,71.0,7.4
10892,PC,2012-10-09,3732,71.0,7.6
10893,Switch,2021-04-08,629,71.0,7.3
10894,Xbox Series X,2021-09-01,483,71.0,6.5
10895,PlayStation 4,2018-07-03,1639,71.0,5.1
10896,PC,2015-11-06,2609,71.0,6.8
10897,PlayStation 3,2012-02-21,3963,71.0,7.5
10898,PlayStation 3,2010-06-18,4576,71.0,7.4
10899,PC,2016-07-12,2360,71.0,7.1
10900,Xbox One,2015-06-02,2766,71.0,5.9
10901,Xbox One,2014-10-28,2983,71.0,6.6
10902,PlayStation Vita,2014-02-11,3242,71.0,8.0
10903,PlayStation 4,2015-06-02,2766,71.0,6.2
10904,PC,2022-09-06,113,71.0,6.2
10905,Xbox Series X,2022-08-26,124,71.0,6.2
10906,Switch,2021-08-10,505,71.0,6.2
10907,PlayStation 4,2016-10-12,2268,71.0,6.9
10908,PlayStation 4,2016-06-07,2395,71.0,5.6
10909,PC,2017-04-25,2073,71.0,6.3
10910,PC,2022-03-01,302,71.0,6.3
10911,PC,2005-10-04,6294,71.0,7.7
10912,PC,2009-04-07,5013,71.0,7.1
10913,PlayStation 4,2016-01-26,2528,71.0,7.1
10914,PC,2019-07-30,1247,71.0,6.3
10915,PC,2007-03-23,5759,71.0,8.4
10916,Xbox,2003-10-04,7025,71.0,7.0
10917,PC,2002-09-02,7422,71.0,8.0
10918,GameCube,2002-06-24,7492,71.0,7.4
10919,Game Boy Advance,2002-05-14,7533,71.0,7.4
10920,PlayStation,2000-12-06,8057,71.0,7.4
10921,Nintendo 64,2000-11-13,8080,71.0,7.6
10922,PlayStation 2,2002-11-10,7353,71.0,8.2
10923,PC,2006-03-15,6132,71.0,6.9
10924,PlayStation 4,2019-02-19,1408,71.0,7.9
10925,PC,2008-03-03,5413,71.0,7.5
10926,Xbox One,2017-03-22,2107,71.0,7.5
10927,PlayStation 4,2015-05-26,2773,71.0,6.4
10928,PlayStation 3,2012-01-25,3990,71.0,6.4
10929,DS,2009-11-10,4796,71.0,7.8
10930,PC,2014-01-23,3261,71.0,7.3
10931,PlayStation 4,2020-07-31,880,71.0,7.1
10932,PC,2017-10-10,1905,71.0,6.5
10933,Xbox One,2017-07-26,1981,71.0,6.5
10934,PlayStation 3,2007-10-30,5538,71.0,7.3
10935,PC,2014-04-04,3190,71.0,5.7
10936,PC,2017-07-20,1987,71.0,7.3
10937,PC,2017-03-28,2101,71.0,7.2
10938,Xbox,2005-07-12,6378,71.0,8.0
10939,PC,2019-08-19,1227,71.0,5.9
10940,Xbox 360,2009-06-16,4943,71.0,6.2
10941,PC,2017-07-11,1996,71.0,4.7
10942,DS,2007-06-25,5665,71.0,5.8
10943,PC,2018-07-12,1630,71.0,7.4
10944,PlayStation 2,2006-06-06,6049,71.0,8.6
10945,PlayStation 4,2016-10-10,2270,71.0,7.0
10946,Xbox 360,2012-02-14,3970,71.0,5.4
10947,GameCube,2006-06-06,6049,71.0,7.3
10948,Xbox,2005-11-03,6264,71.0,7.3
10949,Xbox,2004-10-12,6651,71.0,8.8
10950,PC,2012-12-17,3663,71.0,8.6
10951,DS,2007-11-06,5531,71.0,8.6
10952,PC,2012-06-26,3837,71.0,5.2
10953,DS,2007-08-14,5615,71.0,8.2
10954,PlayStation 4,2018-11-06,1513,71.0,5.5
10955,PC,2015-03-17,2843,71.0,4.3
10956,PlayStation 2,2007-11-13,5524,71.0,7.4
10957,PlayStation Vita,2012-03-06,3949,71.0,7.0
10958,Wii U,2013-09-24,3382,71.0,6.6
10959,Wii U,2012-11-18,3692,71.0,7.5
10960,Xbox,2004-07-13,6742,71.0,6.5
10961,PlayStation 2,2001-06-25,7856,71.0,8.5
10962,PlayStation 5,2022-11-18,40,71.0,5.8
10963,PlayStation 4,2017-05-16,2052,71.0,8.1
10964,PlayStation 5,2022-12-02,26,71.0,6.8
10965,PC,2022-09-21,98,71.0,5.5
10966,Switch,2021-09-09,475,71.0,7.7
10967,PC,2020-10-16,803,71.0,7.5
10968,PC,2020-08-11,869,71.0,6.2
10969,Switch,2020-06-11,930,71.0,8.2
10970,PC,2019-11-27,1127,71.0,7.7
10971,PC,2019-10-17,1168,71.0,7.3
10972,Switch,2019-08-13,1233,71.0,7.3
10973,PlayStation 4,2019-02-05,1422,71.0,6.6
10974,Switch,2019-02-01,1426,71.0,7.1
10975,Switch,2018-06-05,1667,71.0,7.4
10976,Switch,2018-03-20,1744,71.0,7.4
10977,Switch,2018-02-28,1764,71.0,6.7
10978,PlayStation 4,2017-12-15,1839,71.0,6.9
10979,Switch,2017-12-14,1840,71.0,6.8
10980,PlayStation 4,2017-12-12,1842,71.0,7.4
10981,Switch,2017-12-07,1847,71.0,4.8
10982,PC,2017-09-26,1919,71.0,7.3
10983,PC,2017-07-19,1988,71.0,6.9
10984,PC,2017-05-12,2056,71.0,7.5
10985,Switch,2017-03-16,2113,71.0,7.0
10986,PC,2017-01-26,2162,71.0,7.0
10987,Xbox One,2016-06-01,2401,71.0,5.8
10988,PC,2016-04-28,2435,71.0,6.6
10989,PlayStation 4,2016-01-19,2535,71.0,6.0
10990,PlayStation 3,2013-07-16,3452,71.0,7.4
10991,3DS,2013-01-31,3618,71.0,7.2
10992,Xbox 360,2013-01-02,3647,71.0,7.7
10993,Xbox 360,2012-10-30,3711,71.0,7.4
10994,PSP,2011-11-22,4054,71.0,8.1
10995,DS,2008-09-26,5206,71.0,8.1
10996,Xbox 360,2007-06-07,5683,71.0,6.9
10997,PlayStation 2,2006-06-20,6035,71.0,7.9
10998,PC,2006-02-07,6168,71.0,8.5
10999,GameCube,2003-12-16,6952,71.0,8.7
11000,Xbox,2003-11-18,6980,71.0,8.2
11001,Xbox,2003-11-04,6994,71.0,6.6
11002,Xbox,2003-10-14,7015,71.0,7.0
11003,PC,2003-09-16,7043,71.0,7.7
11004,GameCube,2003-05-27,7155,71.0,7.0
11005,Game Boy Advance,2002-10-10,7384,71.0,7.4
11006,PlayStation 2,2002-08-07,7448,71.0,7.6
11007,Xbox,2002-03-26,7582,71.0,7.2
11008,Xbox,2002-03-04,7604,71.0,7.2
11009,PC,2001-07-29,7822,71.0,7.2
11010,PlayStation 2,2001-04-23,7919,71.0,5.3
11011,PlayStation,2000-10-30,8094,71.0,5.3
11012,PC,2000-09-28,8126,71.0,7.6
11013,PlayStation 3,2008-08-26,5237,71.0,6.2
11014,PlayStation 4,2017-06-23,2014,71.0,7.1
11015,PlayStation 5,2022-08-26,124,71.0,8.5
11016,PlayStation 2,2002-02-12,7624,71.0,6.3
11017,PlayStation Vita,2016-04-26,2437,71.0,8.1
11018,PlayStation 4,2019-02-08,1419,71.0,7.2
11019,PC,2017-11-21,1863,71.0,7.3
11020,PC,2010-04-06,4649,71.0,7.4
11021,Xbox One,2017-05-31,2037,71.0,4.3
11022,3DS,2011-11-22,4054,71.0,7.1
11023,PlayStation 2,2008-06-29,5295,71.0,6.7
11024,DS,2008-06-03,5321,71.0,5.5
11025,PC,2022-05-10,232,71.0,6.3
11026,PlayStation 3,2014-07-08,3095,71.0,7.0
11027,GameCube,2005-11-14,6253,71.0,5.5
11028,PlayStation 4,2014-10-07,3004,71.0,6.3
11029,PlayStation 4,2016-01-29,2525,71.0,7.4
11030,PC,2004-07-01,6754,71.0,8.0
11031,PlayStation 5,2021-01-21,706,71.0,7.0
11032,GameCube,2002-03-11,7597,71.0,8.0
11033,PC,1998-07-31,8916,71.0,7.8
11034,PC,2021-08-12,503,71.0,6.1
11035,PlayStation 4,2018-09-18,1562,71.0,6.2
11036,PlayStation 2,2004-10-12,6651,71.0,8.3
11037,Xbox Series X,2022-06-01,210,71.0,8.3
11038,Switch,2019-09-17,1198,71.0,7.5
11039,Switch,2018-06-11,1661,71.0,6.9
11040,PlayStation 4,2017-10-10,1905,71.0,6.9
11041,3DS,2011-11-11,4065,71.0,6.8
11042,PlayStation 5,2022-11-08,50,71.0,8.2
11043,PlayStation 4,2016-10-25,2255,71.0,7.4
11044,Switch,2020-08-28,852,71.0,8.1
11045,PlayStation 4,2016-08-16,2325,71.0,6.3
11046,PlayStation 3,2009-06-04,4955,71.0,7.7
11047,PlayStation 3,2008-09-30,5202,71.0,6.6
11048,PlayStation 5,2022-09-27,92,71.0,5.3
11049,PC,2022-06-28,183,71.0,8.1
11050,PC,2021-08-24,491,71.0,8.4
11051,Xbox One,2018-03-13,1751,71.0,8.3
11052,Xbox 360,2011-04-06,4284,71.0,8.7
11053,Xbox,2004-03-16,6861,71.0,8.2
11054,GameCube,2003-12-02,6966,71.0,8.2
11055,PlayStation 2,2003-10-31,6998,71.0,8.8
11056,PC,2003-03-10,7233,71.0,7.2
11057,Game Boy Advance,2001-12-27,7671,71.0,7.2
11058,PC,2001-10-16,7743,71.0,5.9
11059,Xbox,2003-12-23,6945,71.0,7.9
11060,DS,2008-06-22,5302,71.0,8.0
11061,PC,2020-12-03,755,71.0,5.6
11062,Switch,2020-08-07,873,71.0,5.6
11063,DS,2006-05-05,6081,71.0,6.5
11064,Xbox 360,2012-12-04,3676,71.0,8.4
11065,PlayStation 4,2021-04-08,629,71.0,5.2
11066,Switch,2021-02-04,692,71.0,7.5
11067,PlayStation 4,2018-03-20,1744,71.0,6.6
11068,PlayStation 4,2018-03-13,1751,71.0,6.6
11069,PC,2011-09-22,4115,71.0,7.5
11070,3DS,2011-05-10,4250,71.0,7.0
11071,PC,2009-03-19,5032,71.0,5.6
11072,PC,2008-04-14,5371,71.0,7.1
11073,PlayStation Vita,2012-02-14,3970,71.0,7.3
11074,PlayStation 4,2020-03-31,1002,71.0,7.4
11075,Xbox 360,2009-02-24,5055,71.0,6.3
11076,PlayStation 5,2021-10-12,442,71.0,4.3
11077,PlayStation 4,2017-05-23,2045,71.0,6.3
11078,PC,2017-03-07,2122,71.0,7.0
11079,DS,2006-04-24,6092,71.0,7.3
11080,Switch,2017-09-07,1938,71.0,7.1
11081,PlayStation 4,2019-01-29,1429,71.0,6.1
11082,PlayStation 3,2007-10-22,5546,71.0,7.1
11083,PlayStation 2,2005-05-25,6426,71.0,7.9
